Année modèle,Marque,Modèle,Catégorie de véhicule,Cylindrée (L),Cylindres,Transmission,Type de carburant,Ville (L/100 km),Route (L/100 km),Combinée (L/100 km),Combinée (mi/gal),Émissions de CO2 (g/km),Indice de CO2,Indice de smog
2025,Toyota,Crown AWD,Intermédiaire,2.5,4,AV,X,5.6,5.7,5.7,50,133,7,6
2025,Toyota,Crown Signia AWD,Familiale : petite,2.5,4,AV,X,6.0,6.3,6.2,46,143,7,6
2025,Toyota,GR Corolla,Sous-compacte,1.6,3,AS8,Z,12.1,8.6,10.5,27,245,5,4
2025,Toyota,GR Corolla,Sous-compacte,1.6,3,M6,Z,11.1,8.3,9.8,29,229,5,4
2025,Toyota,GR Supra 3.0,Deux places,3.0,6,AS8,Z,10.2,7.7,9.1,31,212,5,4
2025,Toyota,GR Supra 3.0,Deux places,3.0,6,M6,Z,12.7,8.8,10.9,26,255,5,4
2025,Toyota,GR86,Minicompacte,2.4,4,AS6,Z,11.2,7.8,9.7,29,227,5,2
2025,Toyota,GR86,Minicompacte,2.4,4,M6,Z,12.0,8.9,10.6,27,250,5,2
2025,Toyota,Grand Highlander AWD Limited,Véhicule utilitaire sport : ordinaire,2.4,4,AS8,X,11.6,9.0,10.7,26,249,5,6
2025,Toyota,Grand Highlander AWD XLE,Véhicule utilitaire sport : ordinaire,2.4,4,AS8,X,11.2,8.6,10.0,28,236,5,6
2025,Toyota,Grand Highlander Hybrid AWD,Véhicule utilitaire sport : ordinaire,2.5,4,AV6,X,6.6,7.4,7.0,40,161,7,6
2025,Toyota,Grand Highlander Hybrid MAX AWD,Véhicule utilitaire sport : ordinaire,2.4,4,AV6,X,9.0,8.6,8.8,32,206,5,6
2025,Toyota,Highlander AWD,Véhicule utilitaire sport : petit,2.4,4,AS8,X,11.0,8.4,9.9,29,231,5,6
2025,Toyota,Highlander Hybrid AWD,Véhicule utilitaire sport : ordinaire,2.5,4,AV,X,6.7,6.8,6.7,42,158,7,6
2025,Toyota,Highlander Hybrid AWD Limited/Platinum,Véhicule utilitaire sport : ordinaire,2.5,4,AV,X,6.6,6.8,6.7,42,156,7,6
2025,Toyota,Land Cruiser,Véhicule utilitaire sport : ordinaire,2.4,4,AS8,Z,10.7,9.5,10.1,28,236,5,5
2025,Toyota,Prius AWD,Intermédiaire,2.0,4,AV,X,4.8,4.7,4.8,59,111,8,6
2025,Toyota,RAV4 AWD,Véhicule utilitaire sport : petit,2.5,4,AS8,X,9.5,7.2,8.5,33,198,6,5
2025,Toyota,RAV4 AWD (Stop/Start),Véhicule utilitaire sport : petit,2.5,4,AS8,X,8.8,7.1,8.0,35,187,6,5
2025,Toyota,RAV4 AWD LE,Véhicule utilitaire sport : petit,2.5,4,AS8,X,8.7,6.9,7.9,36,184,6,5
2025,Toyota,RAV4 Hybrid AWD,Véhicule utilitaire sport : petit,2.5,4,AV,X,5.8,6.3,6.0,47,140,7,6
2025,Toyota,RAV4 Hybrid AWD Woodland Edition,Véhicule utilitaire sport : petit,2.5,4,AV,X,6.1,6.8,6.4,44,149,7,6
2025,Toyota,Sequoia 4WD,Véhicule utilitaire sport : ordinaire,3.4,6,AS10,X,12.6,10.5,11.7,24,273,4,4
2025,Toyota,Sienna,Fourgonnette,2.5,4,AV,X,6.6,6.5,6.6,43,153,7,6
2025,Toyota,Sienna AWD,Fourgonnette,2.5,4,AV,X,6.8,6.7,6.8,42,158,7,6
2025,Toyota,Tacoma 4WD (2-mode),Camionnette : petite,2.4,4,AS8,X,12.5,9.6,11.2,25,264,4,6
2025,Toyota,Tacoma 4WD (3-mode),Camionnette : petite,2.4,4,AS8,X,12.4,10.2,11.4,25,269,4,6
2025,Toyota,Tacoma 4WD,Camionnette : petite,2.4,4,M6,X,13.2,10.3,11.9,24,279,4,4
2025,Toyota,Tacoma Hybrid 4WD,Camionnette : ordinaire,2.4,4,AS8,X,10.5,9.9,10.3,27,239,5,6
2025,Toyota,Tacoma Hybrid 4WD Limited,Camionnette : ordinaire,2.4,4,AS8,X,10.5,9.7,10.1,28,236,5,6
2025,Toyota,Tundra,Camionnette : ordinaire,3.4,6,AS10,X,13.3,10.5,12.0,24,283,4,4
2025,Toyota,Tundra 4WD (1-mode),Camionnette : ordinaire,3.4,6,AS10,X,13.7,10.8,12.4,23,291,4,4
2025,Toyota,Tundra 4WD (3-mode)/TRD,Camionnette : ordinaire,3.4,6,AS10,X,13.5,10.6,12.2,23,286,4,4
2025,Toyota,Tundra Hybrid 4WD,Camionnette : ordinaire,3.4,6,AS10,X,12.7,10.5,11.7,24,274,4,4
2025,Toyota,Tundra Hybrid 4WD TRD PRO,Camionnette : ordinaire,3.4,6,AS10,X,12.9,11.6,12.3,23,287,4,4
2025,Volkswagen,Atlas 4MOTION Comfortline,Véhicule utilitaire sport : petit,2.0,4,AS8,X,12.7,9.2,11.1,25,262,4,4
2025,Volkswagen,Atlas 4MOTION Highline/Execline,Véhicule utilitaire sport : petit,2.0,4,AS8,X,12.8,9.4,11.3,25,266,4,4
2025,Volkswagen,Atlas 4MOTION Peak Edition,Véhicule utilitaire sport : petit,2.0,4,AS8,X,13.2,9.4,11.5,25,271,4,4
2025,Volkswagen,Atlas Cross Sport 4MOTION,Véhicule utilitaire sport : petit,2.0,4,AS8,X,12.7,9.2,11.1,25,262,4,4
2025,Volkswagen,Golf GTI,Compacte,2.0,4,AM7,X,9.9,7.4,8.8,32,205,5,4
2025,Volkswagen,Golf R,Compacte,2.0,4,AM7,Z,10.5,7.7,9.3,30,217,5,4
2025,Volkswagen,Jetta,Compacte,1.5,4,AS8,X,8.4,6.1,7.4,38,174,6,6
2025,Volkswagen,Jetta GLI,Compacte,2.0,4,AM7,X,9.5,6.7,8.2,34,194,6,6
2025,Volkswagen,Jetta GLI,Compacte,2.0,4,M6,X,9.1,6.5,8.0,35,187,6,6
2025,Volkswagen,Taos,Véhicule utilitaire sport : petit,1.5,4,AS8,X,8.4,6.5,7.6,37,178,6,7
2025,Volkswagen,Taos 4MOTION,Véhicule utilitaire sport : petit,1.5,4,AS8,X,9.4,7.2,8.4,34,198,6,7
2025,Volkswagen,Tiguan 4MOTION,Véhicule utilitaire sport : petit,2.0,4,AS8,X,10.5,7.8,9.3,30,218,5,6
2025,Volvo,S60 B5 AWD,Compacte,2.0,4,AS8,Z,9.3,7.0,8.3,34,194,6,4
2025,Volvo,S90 B6 AWD,Intermédiaire,2.0,4,AS8,Z,10.6,7.6,9.2,31,216,5,6
2025,Volvo,V60 CC B5 AWD,Familiale : petite,2.0,4,AS8,Z,9.7,7.5,8.7,32,205,5,4
2025,Volvo,V90 CC B6 AWD,Familiale : intermédiaire,2.0,4,AS8,Z,10.7,8.1,9.5,30,223,5,6
2025,Volvo,XC40 B5 AWD,Véhicule utilitaire sport : petit,2.0,4,AS8,Z,10.1,7.8,9.1,31,213,5,4
2025,Volvo,XC60 B5 AWD,Véhicule utilitaire sport : petit,2.0,4,AS8,Z,10.0,7.8,9.0,31,212,5,6
2025,Volvo,XC90 B6 AWD,Véhicule utilitaire sport : ordinaire,2.0,4,AS8,Z,11.5,9.0,10.4,27,244,5,6
