"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Motif principal du voyage";"Durée de voyage";"Statistiques de voyage";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2018-01";"Canada";"2021A000011124";"Autre motif professionnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320310";"2.10.1.2";"4702";"B";"";"";"0"
"2018-01";"Canada";"2021A000011124";"Autre motif professionnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320311";"2.10.2.1";"3693";"B";"";"";"0"
"2018-01";"Canada";"2021A000011124";"Autre motif professionnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320312";"2.10.2.2";"3495";"B";"";"";"0"
"2018-01";"Canada";"2021A000011124";"Autre motif professionnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320313";"2.10.3.1";"1263";"B";"";"";"0"
"2018-01";"Canada";"2021A000011124";"Autre motif professionnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320314";"2.10.3.2";"1207";"B";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Tous les motifs principaux de voyage";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320315";"3.1.1.1";"977";"B";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Tous les motifs principaux de voyage";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320316";"3.1.1.2";"844";"B";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Tous les motifs principaux de voyage";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320317";"3.1.2.1";"686";"B";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Tous les motifs principaux de voyage";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320318";"3.1.2.2";"601";"B";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Tous les motifs principaux de voyage";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320319";"3.1.3.1";"291";"B";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Tous les motifs principaux de voyage";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320320";"3.1.3.2";"243";"C";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Motif personnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320321";"3.2.1.1";"817";"B";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Motif personnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320322";"3.2.1.2";"686";"B";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Motif personnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320323";"3.2.2.1";"591";"B";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Motif personnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320324";"3.2.2.2";"507";"B";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Motif personnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320325";"3.2.3.1";"226";"B";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Motif personnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320326";"3.2.3.2";"178";"B";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Vacances, loisirs et agrément";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320327";"3.3.1.1";"263";"C";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Vacances, loisirs et agrément";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320328";"3.3.1.2";"210";"C";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Vacances, loisirs et agrément";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320329";"3.3.2.1";"199";"C";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Vacances, loisirs et agrément";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320330";"3.3.2.2";"159";"C";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Vacances, loisirs et agrément";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320331";"3.3.3.1";"65";"D";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Vacances, loisirs et agrément";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320332";"3.3.3.2";"51";"D";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Visite aux amis et à la parenté";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320333";"3.4.1.1";"365";"C";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Visite aux amis et à la parenté";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320334";"3.4.1.2";"308";"C";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Visite aux amis et à la parenté";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320335";"3.4.2.1";"232";"C";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Visite aux amis et à la parenté";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320336";"3.4.2.2";"203";"C";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Visite aux amis et à la parenté";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320337";"3.4.3.1";"133";"C";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Visite aux amis et à la parenté";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320338";"3.4.3.2";"105";"C";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Conférence et congrès (personnel)";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320339";"3.5.1.1";"13";"E";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Conférence et congrès (personnel)";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320340";"3.5.1.2";"12";"E";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Conférence et congrès (personnel)";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320341";"3.5.2.1";"11";"E";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Conférence et congrès (personnel)";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320342";"3.5.2.2";"10";"E";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Conférence et congrès (personnel)";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320343";"3.5.3.1";"";"F";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Conférence et congrès (personnel)";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320344";"3.5.3.2";"";"F";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Magasinage, non routinier";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320345";"3.6.1.1";"39";"C";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Magasinage, non routinier";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320346";"3.6.1.2";"37";"C";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Magasinage, non routinier";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320347";"3.6.2.1";"39";"C";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Magasinage, non routinier";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320348";"3.6.2.2";"36";"C";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Magasinage, non routinier";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320349";"3.6.3.1";"";"F";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Magasinage, non routinier";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320350";"3.6.3.2";"";"F";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Autre motif personnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320351";"3.7.1.1";"136";"C";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Autre motif personnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320352";"3.7.1.2";"119";"C";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Autre motif personnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320353";"3.7.2.1";"111";"C";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Autre motif personnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320354";"3.7.2.2";"99";"C";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Autre motif personnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320355";"3.7.3.1";"26";"D";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Autre motif personnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320356";"3.7.3.2";"20";"D";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Affaires et motif professionnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320357";"3.8.1.1";"160";"E";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Affaires et motif professionnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320358";"3.8.1.2";"158";"E";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Affaires et motif professionnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320359";"3.8.2.1";"95";"E";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Affaires et motif professionnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320360";"3.8.2.2";"93";"E";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Affaires et motif professionnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320361";"3.8.3.1";"65";"E";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Affaires et motif professionnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320362";"3.8.3.2";"65";"E";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Conférence et congrès (pour les affaires)";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320363";"3.9.1.1";"14";"D";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Conférence et congrès (pour les affaires)";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320364";"3.9.1.2";"14";"D";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Conférence et congrès (pour les affaires)";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320365";"3.9.2.1";"6";"E";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Conférence et congrès (pour les affaires)";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320366";"3.9.2.2";"6";"E";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Conférence et congrès (pour les affaires)";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320367";"3.9.3.1";"8";"E";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Conférence et congrès (pour les affaires)";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320368";"3.9.3.2";"8";"E";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Autre motif professionnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320369";"3.10.1.1";"146";"E";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Autre motif professionnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320370";"3.10.1.2";"144";"E";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Autre motif professionnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320371";"3.10.2.1";"89";"E";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Autre motif professionnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320372";"3.10.2.2";"87";"E";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Autre motif professionnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320373";"3.10.3.1";"57";"E";"";"";"0"
"2018-01";"Terre-Neuve-et-Labrador";"2021A000210";"Autre motif professionnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320374";"3.10.3.2";"57";"E";"";"";"0"
"2018-01";"Île-du-Prince-Édouard";"2021A000211";"Tous les motifs principaux de voyage";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320375";"4.1.1.1";"255";"B";"";"";"0"
"2018-01";"Île-du-Prince-Édouard";"2021A000211";"Tous les motifs principaux de voyage";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320376";"4.1.1.2";"214";"B";"";"";"0"
"2018-01";"Île-du-Prince-Édouard";"2021A000211";"Tous les motifs principaux de voyage";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320377";"4.1.2.1";"204";"B";"";"";"0"
"2018-01";"Île-du-Prince-Édouard";"2021A000211";"Tous les motifs principaux de voyage";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320378";"4.1.2.2";"167";"B";"";"";"0"
"2018-01";"Île-du-Prince-Édouard";"2021A000211";"Tous les motifs principaux de voyage";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320379";"4.1.3.1";"51";"C";"";"";"0"
"2018-01";"Île-du-Prince-Édouard";"2021A000211";"Tous les motifs principaux de voyage";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320380";"4.1.3.2";"46";"C";"";"";"0"
"2018-01";"Île-du-Prince-Édouard";"2021A000211";"Motif personnel";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320381";"4.2.1.1";"219";"B";"";"";"0"
"2018-01";"Île-du-Prince-Édouard";"2021A000211";"Motif personnel";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320382";"4.2.1.2";"177";"B";"";"";"0"
"2018-01";"Île-du-Prince-Édouard";"2021A000211";"Motif personnel";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320383";"4.2.2.1";"188";"B";"";"";"0"
"2018-01";"Île-du-Prince-Édouard";"2021A000211";"Motif personnel";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320384";"4.2.2.2";"151";"B";"";"";"0"
"2018-01";"Île-du-Prince-Édouard";"2021A000211";"Motif personnel";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320385";"4.2.3.1";"31";"C";"";"";"0"
"2018-01";"Île-du-Prince-Édouard";"2021A000211";"Motif personnel";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320386";"4.2.3.2";"26";"C";"";"";"0"
"2018-01";"Île-du-Prince-Édouard";"2021A000211";"Vacances, loisirs et agrément";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320387";"4.3.1.1";"60";"C";"";"";"0"
"2018-01";"Île-du-Prince-Édouard";"2021A000211";"Vacances, loisirs et agrément";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320388";"4.3.1.2";"41";"C";"";"";"0"
"2018-01";"Île-du-Prince-Édouard";"2021A000211";"Vacances, loisirs et agrément";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320389";"4.3.2.1";"52";"D";"";"";"0"
"2018-01";"Île-du-Prince-Édouard";"2021A000211";"Vacances, loisirs et agrément";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320390";"4.3.2.2";"34";"C";"";"";"0"
"2018-01";"Île-du-Prince-Édouard";"2021A000211";"Vacances, loisirs et agrément";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320391";"4.3.3.1";"8";"E";"";"";"0"
"2018-01";"Île-du-Prince-Édouard";"2021A000211";"Vacances, loisirs et agrément";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320392";"4.3.3.2";"7";"E";"";"";"0"
"2018-01";"Île-du-Prince-Édouard";"2021A000211";"Visite aux amis et à la parenté";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320393";"4.4.1.1";"86";"C";"";"";"0"
"2018-01";"Île-du-Prince-Édouard";"2021A000211";"Visite aux amis et à la parenté";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320394";"4.4.1.2";"78";"C";"";"";"0"
"2018-01";"Île-du-Prince-Édouard";"2021A000211";"Visite aux amis et à la parenté";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320395";"4.4.2.1";"71";"C";"";"";"0"
"2018-01";"Île-du-Prince-Édouard";"2021A000211";"Visite aux amis et à la parenté";"Même jour (Excursionnistes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320396";"4.4.2.2";"64";"C";"";"";"0"
"2018-01";"Île-du-Prince-Édouard";"2021A000211";"Visite aux amis et à la parenté";"Une nuit ou plus (Touristes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320397";"4.4.3.1";"15";"D";"";"";"0"
"2018-01";"Île-du-Prince-Édouard";"2021A000211";"Visite aux amis et à la parenté";"Une nuit ou plus (Touristes)";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320398";"4.4.3.2";"14";"D";"";"";"0"
"2018-01";"Île-du-Prince-Édouard";"2021A000211";"Conférence et congrès (personnel)";"Toutes les durées de voyage";"Voyages";"Nombre";"223";"milliers";"3";"v1918320399";"4.5.1.1";"8";"E";"";"";"0"
"2018-01";"Île-du-Prince-Édouard";"2021A000211";"Conférence et congrès (personnel)";"Toutes les durées de voyage";"Voyages, voyageurs âgés de 18 ans ou plus";"Nombre";"223";"milliers";"3";"v1918320400";"4.5.1.2";"6";"E";"";"";"0"
"2018-01";"Île-du-Prince-Édouard";"2021A000211";"Conférence et congrès (personnel)";"Même jour (Excursionnistes)";"Voyages";"Nombre";"223";"milliers";"3";"v1918320401";"4.5.2.1";"7";"E";"";"";"0"
